target_id	length	eff_length	est_counts	tpm
NM_001047161	423	167.208	0	0
NM_001262753	2247	1970.82	0	0
NM_001025786	2115	1838.82	0	0
NM_059019	2121	1844.82	0	0
NM_059020	1875	1598.82	0	0
NM_001262757	134	21.4012	0	0
NM_059021	351	108.311	0	0
NM_001025787	4080	3803.82	0	0
NM_001047215	1134	857.821	0	0
NM_001129040	1140	863.821	0	0
NM_001129041	1146	869.821	0	0
NM_001047216	309	78.0646	0	0
NM_059024	1146	869.821	0	0
NR_050081	21	5.66667	0	0
NR_101552	361	116.541	0	0
NR_002348	99	29	0	0
NM_059025	8894	8617.82	0	0
NR_101553	3257	2980.82	0	0
NM_059026	891	615.015	0	0
NM_059027	894	618.015	0	0
NM_059028	918	642.015	0	0
NM_059029	1383	1106.82	0	0
NM_059030	519	252.64	0	0
NM_059031	939	662.821	0	0
NM_059032	1320	1043.82	0	0
NM_059033	534	266.254	0	0
NM_001128946	1587	1310.82	0	0
NM_059034	1590	1313.82	0	0
NM_059035	1581	1304.82	0	0
NM_059036	1614	1337.82	0	0
NM_059037	1596	1319.82	0	0
NM_001262780	1149	872.821	0	0
NM_001262779	1071	794.821	0	0
NM_059039	3522	3245.82	0	0
NR_050083	141	20.4612	0	0
NR_050084	440	181.497	0	0
NR_050085	147	20.3672	0	0
NR_050086	147	20.3672	0	0
NM_059041	2757	2480.82	0	0
NM_059042	1224	947.821	0	0
NM_059043	1320	1043.82	0	0
NM_059044	474	211.701	0	0
NM_059045	867	591.137	0	0
NM_001262788	519	252.64	0	0
NM_001262787	517	250.795	0	0
NM_059047	1959	1682.82	0	0
NR_050087	148	20.4387	0	0
NR_050088	94	31.4	0	0
NM_059050	720	445.591	0	0
NM_001262792	1155	878.821	0	0
NM_001262791	1206	929.821	0	0
NM_059053	1182	905.821	0	0
NM_059055	1170	893.821	0	0
NM_059056	1239	962.821	0	0
NM_059057	2220	1943.82	0	0
NM_059059	1962	1685.82	0	0
NM_001129017	1425	1148.82	0	0
NM_059058	2571	2294.82	0	0
NM_059060	285	67.2679	0	0
NM_001306531	321	85.6787	0	0
NM_059061	618	345.801	0	0
NM_059063	996	719.821	0	0
NM_001262804	936	659.821	0	0
NM_059062	966	689.821	0	0
NM_059064	2961	2684.82	0	0
NM_059065	1869	1592.82	0	0
NR_050089	146	20.0867	0	0
NR_050090	234	43.4286	0	0
NR_050091	77	39.1818	0	0
NR_050092	63	28.3	0	0
NR_050093	63	28.3	0	0
NR_050094	110	30.814	0	0
NR_050095	129	22	0	0
NR_050096	133	21.4277	0	0
NM_059068	1893	1616.82	0	0
NM_059069	1305	1028.82	0	0
NR_050097	21	5.66667	0	0
NM_059070	1176	899.821	0	0
NM_059071	1536	1259.82	0	0
NM_059072	888	612.015	0	0
NM_059073	1323	1046.82	0	0
NM_059074	1053	776.821	0	0
NM_059075	705	430.899	0	0
NM_001026230	507	241.608	0	0
NM_059076	2691	2414.82	0	0
NM_182065	1059	782.821	0	0
NM_059077	1407	1130.82	0	0
NM_059078	1107	830.821	0	0
NM_001306368	5190	4913.82	0	0
NM_001306374	5184	4907.82	0	0
NM_001306369	5046	4769.82	0	0
NM_001306373	5040	4763.82	0	0
NM_001306375	4968	4691.82	0	0
NM_001306376	4962	4685.82	0	0
NM_001306370	4626	4349.82	0	0
NM_001306372	4620	4343.82	0	0
NM_001306371	3930	3653.82	0	0
NM_059082	3924	3647.82	0	0
NM_059083	468	206.291	0	0
NM_001026252	504	238.756	0	0
NM_001047194	423	167.208	0	0
NM_001047193	3789	3512.82	0	0
NM_001026492	204	31.2866	0	0
NM_059086	1389	1112.82	1.12314	0.168029
NM_059087	1548	1271.82	0	0
NM_059088	1851	1574.82	0	0
NM_059089	1467	1190.82	0	0
NM_001026493	594	322.808	0	0
NR_050099	134	21.4012	0	0
NM_059090	1854	1577.82	0	0
NM_001262833	309	78.0646	0	0
NM_059091	1155	878.821	0	0
NM_059092	1647	1370.82	0	0
NM_182063	1794	1517.82	0	0
NM_059093	1971	1694.82	0	0
NM_001026321	2265	1988.82	0	0
NM_001026322	2103	1826.82	0	0
NM_059095	1182	905.821	0	0
NM_059096	645	372.369	0	0
NM_059097	696	422.156	0	0
NM_059098	1746	1469.82	0	0
NM_059099	843	567.137	0	0
NM_059100	484	220.731	1	0.754246
NM_059101	1029	752.821	0	0
NM_001262847	1350	1073.82	0	0
NM_001025878	1386	1109.82	0	0
NM_001262849	1425	1148.82	0	0
NM_001262850	1377	1100.82	0	0
NM_001025877	1185	908.821	0	0
NM_001025876	1485	1208.82	0	0
NM_059105	441	182.42	0	0
NM_059106	723	448.501	0	0
NM_059107	885	609.076	0	0
NR_050100	144	19.3808	0	0
NR_101554	312	79.7817	0	0
NM_059108	750	475.176	0	0
NM_059109	1227	950.821	0	0
NM_001025875	726	451.456	0	0
NM_001025874	1035	758.821	0	0
NM_059111	198	29.4054	0	0
NM_059112	4041	3764.82	0	0
NR_101555	4183	3906.82	0	0
NM_059114	1047	770.821	0	0
NR_050101	131	21.5069	0	0
NM_170854	2604	2327.82	0	0
NM_170855	2397	2120.82	0	0
NR_050102	88	29.3636	0	0
NM_059116	1002	725.821	0	0
NM_170856	390	139.669	0	0
NM_059117	1506	1229.82	0	0
NM_059118	966	689.821	0	0
NR_050103	135	21.5402	0	0
NM_059119	753	478.129	0	0
NM_059120	765	489.983	0	0
NM_059121	1569	1292.82	0	0
NM_001083149	507	241.608	0	0
NM_182041	198	29.4054	0	0
NM_059122	1446	1169.82	0	0
NM_059123	3753	3476.82	0	0
NM_001026547	3060	2783.82	0	0
NM_001026548	2727	2450.82	0	0
NM_001026543	2367	2090.82	0	0
NM_001026544	822	546.358	0	0
NM_059126	1515	1238.82	0	0
NM_059127	939	662.821	0	0
NM_059129	1306	1029.82	0	0
NM_059128	1353	1076.82	0	0
NM_059130	1767	1490.82	0	0
NM_059131	939	662.821	0	0
NM_059132	1509	1232.82	0	0
NM_063022	150	20.6458	0	0
NM_059133	1008	731.821	0	0
NM_059134	2928	2651.82	0	0
NM_059135	1983	1706.82	0	0
NM_059137	5175	4898.82	0	0
NM_059136	5277	5000.82	0	0
NM_059138	3597	3320.82	0	0
NM_170858	2670	2393.82	0	0
NM_170857	4689	4412.82	0	0
NM_059140	1332	1055.82	0	0
NM_059141	459	198.312	0	0
NM_059142	2352	2075.82	0	0
NM_059143	2187	1910.82	0	0
NR_050105	131	21.5069	0	0
NM_059144	1932	1655.82	0	0
NM_170859	1215	938.821	0	0
NR_050106	140	20.9123	0	0
NM_059145	4491	4214.82	0	0
NM_059146	1659	1382.82	0	0
NM_001047167	705	430.899	0	0
NM_001047168	651	378.03	0	0
NM_059148	8088	7811.82	0	0
NM_059151	8079	7802.82	0	0
NM_059149	591	320.035	0	0
NM_001047170	255	53.3791	0	0
NM_001047169	462	201.04	0	0
NM_059152	2340	2063.82	0	0
NM_001262911	504	238.756	0	0
NM_059153	1054	777.821	0	0
NM_001025797	546	277.589	0	0
NM_001128941	945	668.821	0	0
NM_059154	948	671.821	0	0
NM_059155	1308	1031.82	0	0
NM_059156	972	695.821	0	0
NM_059157	825	549.249	0	0
NM_059159	1695	1418.82	0	0
NM_059158	1692	1415.82	0	0
NR_050107	59	27.2222	0	0
NM_059160	1035	758.821	0	0
NM_182023	1986	1709.82	0	0
NM_059161	5064	4787.82	0	0
NM_001306396	5226	4949.82	0	0
NM_001276519	5307	5030.82	0	0
NR_131382	5511	5234.82	0	0
NR_050108	135	21.5402	0	0
NM_059163	204	31.2866	0	0
NR_131383	969	692.821	0	0
NR_050109	148	20.4387	0	0
NM_059164	375	127.579	0	0
NM_059165	738	463.411	0	0
NM_059166	1089	812.821	0	0
NM_001026303	3195	2918.82	0	0
NR_050110	21	5.66667	0	0
NM_059168	900	624.015	0	0
NM_170862	213	34.5444	0	0
NM_001262932	498	233.292	0	0
NM_059169	504	238.756	0	0
NR_050111	150	20.6458	0	0
NM_059170	1272	995.821	0	0
NM_059171	1281	1004.82	0	0
NR_050112	222	38.327	0	0
NR_050113	140	20.9123	0	0
NR_050114	150	20.6458	0	0
NM_059172	2508	2231.82	0	0
NM_059173	3132	2855.82	0	0
NM_059174	1107	830.821	0	0
NM_182014	744	469.224	0	0
NM_182015	1032	755.821	0	0
NR_101556	497	232.484	0	0
NR_050115	245	48.6972	0	0
NR_050116	148	20.4387	0	0
NR_050117	139	21.3146	0	0
NM_059175	1836	1559.82	0	0
NM_001026324	120	26.2222	0	0
NM_001026323	924	647.821	0	0
NM_170864	528	260.903	0	0
NM_170863	753	478.129	0	0
NM_059177	663	389.643	0	0
NM_059178	2679	2402.82	0	0
NM_182025	1326	1049.82	0	0
NM_059180	1413	1136.82	0	0
NM_059179	1374	1097.82	0	0
NM_170865	1398	1121.82	0	0
NM_059181	561	291.485	0	0
NM_059182	390	139.669	0	0
NR_050118	21	5.66667	0	0
NM_059183	192	28.1053	0	0
NM_059184	609	337.076	0	0
NM_001262958	2019	1742.82	0	0
NM_059185	1908	1631.82	0	0
NM_059186	1932	1655.82	0	0
NR_050119	68	33.3	0	0
NR_050120	68	33.3	0	0
NR_050121	144	19.3808	0	0
NM_059187	1182	905.821	0	0
NM_001047175	1182	905.821	0	0
NM_001047176	1236	959.821	0	0
NM_059189	1944	1667.82	0	0
NM_059190	420	164.586	0	0
NM_059191	789	513.732	0	0
NM_001026249	624	351.695	1	0.473381
NM_001026250	687	413.323	0	0
NR_050122	83	26.85	0	0
NR_050123	119	26.3188	0	0
NM_001026247	759	484.08	0	0
NM_001026248	771	495.983	0	0
NR_050124	21	5.66667	0	0
NM_059194	855	579.137	0	0
NM_059198	3900	3623.82	0	0
NM_059196	810	534.574	0	0
NM_059200	480	217.186	0	0
NR_050125	21	5.66667	0	0
NR_101557	114	30.8776	0	0
NM_059201	2697	2420.82	0	0
NR_050126	21	5.66667	0	0
NM_059202	456	195.708	0	0
NM_059203	2571	2294.82	0	0
NM_059204	2751	2474.82	0	0
NM_059205	2748	2471.82	0	0
NM_059206	2742	2465.82	0	0
NM_059207	594	322.808	0	0
NM_059208	432	174.792	0	0
NM_001262981	225	39.6683	0	0
NM_059209	1221	944.821	0	0
NM_059210	765	489.983	0	0
NR_050128	57	28.5	0	0
NM_001025820	1761	1484.82	0	0
NM_001025821	1428	1151.82	0	0
NM_059212	837	561.194	0	0
NM_059213	966	689.821	0	0
NM_001026350	513	247.255	0	0
NM_001026350_1	513	247.255	0	0
NM_059215	882	606.137	0	0
NM_001262990	2064	1787.82	0	0
NM_001262991	885	609.076	0	0
NM_001262992	573	302.819	0	0
NM_059217	564	294.366	0	0
NR_050129	89	30.3636	0	0
NM_059218	3045	2768.82	0	0
NM_059219	1734	1457.82	0	0
NM_059220	1449	1172.82	0	0
NR_050130	21	5.66667	0	0
NM_059221	354	110.815	0	0
NM_001129022	3387	3110.82	0	0
NM_001129023	3402	3125.82	0	0
NM_059222	3375	3098.82	0	0
NM_001047214	3177	2900.82	0	0
NM_170866	3636	3359.82	0	0
NR_050131	21	5.66667	0	0
NM_059223	843	567.137	0	0
NR_050132	83	26.85	0	0
NM_059225	582	311.259	0	0
NM_059226	1761	1484.82	0	0
NM_001026404	1635	1358.82	0	0
NM_059228	735	460.411	0	0
NM_059229	759	484.08	0	0
NM_059230	798	522.68	0	0
NM_059231	2781	2504.82	0	0
NM_059232	1764	1487.82	0	0
NM_059233	1635	1358.82	0	0
NM_059234	882	606.137	0	0
NM_059237	1254	977.821	0	0
NM_059235	2850	2573.82	0	0
NM_059236	3339	3062.82	0	0
NR_050133	137	21.3523	0	0
NM_170867	1995	1718.82	0	0
NR_050134	21	5.66667	0	0
NM_059238	999	722.821	0	0
NM_001026300	153	20.9157	0	0
NM_059239	222	38.327	0	0
NM_059240	381	132.276	0	0
NM_059241	3849	3572.82	0	0
NM_059242	3843	3566.82	0	0
NR_003383	155	21.3397	0	0
NM_059243	1086	809.821	0	0
NM_059244	804	528.68	0	0
NM_059245	963	686.821	0	0
NM_059246	1173	896.821	0	0
NM_059247	990	713.821	0	0
NM_170868	3972	3695.82	0	0
NM_171837	3678	3401.82	0	0
NM_001037889	699	425.028	0	0
NM_059250	837	561.194	0	0
NM_182038	1740	1463.82	0	0
NM_059251	2241	1964.82	0	0
NM_059252	2733	2456.82	0	0
NM_059253	1683	1406.82	0	0
NM_059254	1320	1043.82	0	0
NM_059255	486	222.524	0	0
NM_059256	1476	1199.82	0	0
NM_059257	2703	2426.82	0	0
NM_059258	693	419.156	0	0
NM_001263042	1299	1022.82	0	0
NM_001263043	1407	1130.82	0	0
NM_059260	1203	926.821	0	0
NM_059261	339	99.0712	0	0
NM_059262	558	288.839	0	0
NM_059263	4248	3971.82	0	0
NM_059264	3654	3377.82	0	0
NM_059265	1992	1715.82	0	0
NR_050135	80	25.1053	0	0
NR_003388	74	36.1818	0	0
NM_059267	1359	1082.82	0	0
NR_050136	150	20.6458	0	0
NR_050137	149	20.3892	0	0
NM_059268	927	650.821	0	0
NM_059269	3525	3248.82	0	0
NM_059270	2700	2423.82	0	0
NR_050139	21	5.66667	0	0
NM_001263054	552	283.304	0	0
NM_059271	1293	1016.82	0	0
NM_001026341	1101	824.821	0	0
NM_059272	2754	2477.82	0	0
NM_059273	3048	2771.82	0	0
NM_001306475	489	225.221	0	0
NM_059274	951	674.821	0	0
NM_170869	933	656.821	0	0
NM_059275	1026	749.821	0	0
NM_059277	678	404.404	0	0
NR_050140	63	28.3	0	0
NR_050141	149	20.3892	0	0
NR_050142	65	30.3	0	0
NM_059278	906	630.015	0	0
NR_050143	21	5.66667	0	0
NM_059279	2238	1961.82	0	0
NM_059280	2163	1886.82	0	0
NM_059281	4263	3986.82	0	0
NM_059282	4257	3980.82	0	0
NM_059283	1059	782.821	0	0
NM_001025801	2103	1826.82	0	0
NM_001306474	1758	1481.82	0	0
NM_059285	2886	2609.82	0	0
NM_059286	951	674.821	0	0
NM_059287	2070	1793.82	0	0
NM_059288	1419	1142.82	0	0
NM_001025850	1515	1238.82	0	0
NM_001025851	1053	776.821	0	0
NR_101558	169	24.4049	0	0
NM_059290	2031	1754.82	0	0
NM_182017	1203	926.821	0	0
NM_059291	1314	1037.82	0	0
NM_059292	543	274.674	0	0
NM_059293	846	570.137	0	0
NR_050144	90	31.3636	0	0
NR_052465	55	26.5	0	0
NR_052243_3	78	36.9167	0	0
NM_059294	996	719.821	0	0
NM_059295	1128	851.821	0	0
NM_059296	1044	767.821	0	0
NM_059297	396	144.685	0	0
NM_059298	258	54.9582	0	0
NR_050145	83	26.85	0	0
NM_059300	849	573.137	0	0
NM_059299	2031	1754.82	0	0
NR_050146	147	20.3672	0	0
NM_059301	783	507.732	0	0
NM_059302	1200	923.821	0	0
NM_059303	738	463.411	0	0
NR_050147	110	30.814	0	0
NR_050148	109	32.05	0	0
NM_059304	1236	959.821	0	0
NM_001263093	3159	2882.82	0	0
NM_170870	3147	2870.82	0	0
NM_171838	3159	2882.82	0	0
NR_050149	353	109.972	0	0
NR_050150	215	35.4734	0	0
NR_050151	132	21.5099	0	0
NM_059306	3819	3542.82	0	0
NM_059307	366	120.463	0	0
NM_059308	2256	1979.82	0	0
NM_059309	1370	1093.82	0	0
NM_182013	1194	917.821	0	0
NM_001276520	5307	5030.82	0	0
NR_131384	21	5.66667	0	0
NR_101559	176	25.0148	0	0
NM_001306457	10965	10688.8	0	0
NM_001306458	10995	10718.8	0	0
NR_050152	150	20.6458	0	0
NM_059312	807	531.627	0	0
NM_059313	918	642.015	0	0
NM_001025795	1227	950.821	0	0
NM_001025794	1107	830.821	0	0
NM_059315	1122	845.821	0	0
NR_050153	53	24.5	0	0
NM_059316	424	168.063	0	0
NM_059317	576	305.665	0	0
NM_059318	426	169.808	0	0
NM_059319	246	49.1458	0	0
NM_059320	747	472.224	0	0
NM_059321	1695	1418.82	0	0
NM_001025792	1293	1016.82	0	0
NR_050154	223	38.8413	0	0
NM_001025791	1251	974.821	0	0
NR_050155	65	30.3	0	0
NM_001025793	720	445.591	0	0
NM_059329	2076	1799.82	0	0
NM_059330	2352	2075.82	0	0
NM_059331	2343	2066.82	0	0
NM_059332	879	603.137	0	0
NM_059334	1206	929.821	0	0
NM_059333	1179	902.821	0	0
NM_001025811	354	110.815	0	0
NM_059335	645	372.369	0	0
NM_182037	648	375.067	0	0
NM_059336	852	576.137	0	0
NM_059337	1146	869.821	0	0
NM_059338	5655	5378.82	0	0
NR_101560	71	33.1818	0	0
NM_059339	1488	1211.82	0	0
NR_101561	91	31	0	0
NM_001263133	222	38.327	0	0
NM_170871	447	187.926	0	0
NM_059340	2706	2429.82	0	0
NM_001025783	2694	2417.82	0	0
NM_001025782	1953	1676.82	0	0
NR_050156	177	25.1555	0	0
NM_059342	1092	815.821	0	0
NM_059343	1362	1085.82	0	0
NM_059344	1812	1535.82	0	0
NM_059345	630	357.553	0	0
NR_050157	129	22	0	0
NR_050158	138	21.0049	0	0
NM_059346	1476	1199.82	0	0
NR_050159	52	23.5	0	0
NM_182053	1302	1025.82	0	0
NM_059347	1494	1217.82	0	0
NM_059348	1485	1208.82	0	0
NM_059349	2652	2375.82	0	0
NM_001025841	633	360.517	0	0
NM_059350	870	594.137	0	0
NM_059351	2760	2483.82	0	0
NM_059352	2622	2345.82	0	0
NM_182010	2025	1748.82	0	0
NM_059353	2448	2171.82	0	0
NR_003397	68	33.3	0	0
NR_050160	132	21.5099	0	0
NM_059354	300	73.5101	0	0
NM_059355	462	201.04	0	0
NR_101562	126	21.4912	0	0
NM_001129096	129	22	0	0
NM_001129095	480	217.186	0	0
NM_059357	1035	758.821	0	0
NM_059358	213	34.5444	0	0
NM_059359	612	340.007	0	0
NR_050161	21	5.66667	0	0
NM_059360	1068	791.821	0	0
NM_059361	330	92.3773	0	0
NM_001037892	312	79.7817	0	0
NR_003389	76	38.1818	0	0
NR_101563	62	27.3	0	0
NM_059362	1023	746.821	0	0
NM_059363	1122	845.821	0	0
NM_059364	2370	2093.82	0	0
NM_182088	1599	1322.82	0	0
NM_170873	1554	1277.82	0	0
NM_170872	1824	1547.82	0	0
NM_182087	1431	1154.82	0	0
NM_059365	1701	1424.82	0	0
NR_050162	123	23.7778	0	0
NM_059366	2106	1829.82	0	0
NR_050163	203	30.8756	0	0
NR_050164	95	32.4	0	0
NR_101564	156	21.3931	0	0
NM_059367	687	413.323	0	0
NM_059368	759	484.08	0	0
NM_059369	1953	1676.82	0	0
NM_059371	459	198.312	0	0
NM_001129015	345	103.672	0	0
NM_001026335	428	171.237	0	0
NM_001129014	1023	746.821	0	0
NR_101565	109	32.05	0	0
NM_059373	982	705.821	0	0
NM_182036	234	43.4286	0	0
NM_059374	354	110.815	0	0
NM_059375	1089	812.821	0	0
NR_002349	97	30.8571	0	0
NR_050166	220	37.3683	0	0
NR_070392_4	76	38.1818	0	0
NR_070391_5	75	37.1818	0	0
NR_070391_6	75	37.1818	0	0
NR_070392_3	76	38.1818	0	0
NM_059376	1335	1058.82	0	0
NM_059377	429	172.016	0	0
NR_131385	112	31.4444	0	0
NR_050167	64	29.3	0	0
NR_000172	96	32.1538	0	0
NR_050168	126	21.4912	0	0
NR_050170	141	20.4612	0	0
NR_050171	144	19.3808	0	0
NM_001263186	378	129.962	0	0
NM_001263185	552	283.304	0	0
NR_101566	127	22.1207	0	0
NR_050172	64	29.3	0	0
NR_050173	64	29.3	0	0
NM_059379	1278	1001.82	0	0
NM_059380	801	525.68	0	0
NM_059381	930	653.821	0	0
NR_050174	65	30.3	0	0
NM_059382	2019	1742.82	0	0
NM_059383	2994	2717.82	0	0
NM_059384	618	345.801	0	0
NR_050175	21	5.66667	0	0
NM_059385	627	354.553	0	0
NM_059386	1146	869.821	0	0
NM_059387	1425	1148.82	0	0
NM_059389	2268	1991.82	0	0
NM_059388	2346	2069.82	0	0
NM_170875	2094	1817.82	0	0
NM_059390	480	217.186	0	0
NM_182004	1491	1214.82	0	0
NM_059391	1659	1382.82	0	0
NR_050176	221	37.7021	0	0
NR_003387	129	22	0	0
NM_001263202	429	172.016	0	0
NM_170876	492	227.986	0	0
NM_182020	555	286.014	0	0
NM_059392	2778	2501.82	0	0
NM_059393	2775	2498.82	0	0
NM_170877	2601	2324.82	0	0
NM_182021	2517	2240.82	0	0
NM_182022	2088	1811.82	0	0
NM_059394	393	142.18	0	0
NM_059395	1251	974.821	0	0
NM_059396	360	115.663	0	0
NM_059397	540	271.925	0	0
NM_059398	459	198.312	0	0
NM_059399	966	689.821	0	0
NM_059400	459	198.312	0	0
NM_059401	5760	5483.82	0	0
NR_050177	137	21.3523	0	0
NM_059402	357	113.338	0	0
NM_059403	1461	1184.82	0	0
NM_182035	303	74.9066	0	0
NM_059405	957	680.821	0	0
NM_059406	1635	1358.82	0	0
NM_059407	525	258.115	0	0
NR_050178	113	29.8776	0	0
NR_050179	145	19.7596	0	0
NM_059408	2463	2186.82	0	0
NM_059409	1149	872.821	0	0
NM_059410	1317	1040.82	0	0
NM_059411	612	340.007	0	0
NR_050180	128	22.0328	0	0
NR_050181	142	20.5058	0	0
NR_050182	142	20.5058	0	0
NM_059412	1017	740.821	0	0
NR_050183	212	34.2697	0	0
NR_050184	225	39.6683	0	0
NM_001263229	1227	950.821	0	0
NM_001263230	1173	896.821	0	0
NM_170879	1179	902.821	0	0
NM_170878	1350	1073.82	0	0
NM_059414	1212	935.821	0	0
NM_059415	1038	761.821	0	0
NR_050185	21	5.66667	0	0
NM_059416	1047	770.821	0	0
NR_050186	150	20.6458	0	0
NM_059417	1023	746.821	0	0
NM_059418	684	410.323	0	0
NM_001263238	696	422.156	0	0
NM_001306526	126	21.4912	0	0
NM_001047189	1152	875.821	0	0
NM_059421	870	594.137	0	0
NM_059422	981	704.821	0	0
NM_059423	1596	1319.82	0	0
NM_182034	282	65.6873	0	0
NM_170880	1194	917.821	0	0
NM_182033	216	35.7724	0	0
NM_170881	204	31.2866	0	0
NM_059424	1143	866.821	0	0
NM_059425	1081	804.821	0	0
NM_059426	534	266.254	0	0
NM_001263250	480	217.186	0	0
NM_001026374	2001	1724.82	0	0
NM_001026373	2100	1823.82	0	0
NM_001026369	2013	1736.82	0	0
NM_001026370	2193	1916.82	0	0
NM_001026371	2484	2207.82	0	0
NM_001026372	2829	2552.82	0	0
NR_050187	150	20.6458	0	0
NR_101567	89	30.3636	0	0
NM_059433	1326	1049.82	0	0
NM_182080	1017	740.821	0	0
NM_001129018	789	513.732	0	0
NM_001129019	783	507.732	0	0
NM_059435	1707	1430.82	0	0
NM_059436	900	624.015	0	0
NM_059437	882	606.137	0	0
NM_001129089	942	665.821	0	0
NM_059438	990	713.821	0	0
NM_059441	3342	3065.82	0	0
NR_050188	146	20.0867	0	0
NR_050189	559	289.692	0	0
NM_059440	3111	2834.82	0	0
NM_001026674	2424	2147.82	0	0
NM_001026673	2616	2339.82	0	0
NM_059442	1161	884.821	0	0
NR_050190	156	21.3931	0	0
NR_050191	158	21.8649	0	0
NM_059443	609	337.076	0	0
NM_059444	576	305.665	0	0
NM_059445	1173	896.821	0	0
NM_001047252	1152	875.821	0	0
NM_001047251	1851	1574.82	0	0
NR_101568	198	29.4054	0	0
NM_059447	162	22.5604	0	0
NM_059448	339	99.0712	0	0
NM_059449	2397	2120.82	0	0
NM_059450	1785	1508.82	0	0
NM_059451	1260	983.821	0	0
NR_050192	74	36.1818	0	0
NR_050193	74	36.1818	0	0
NM_059452	1146	869.821	0	0
NM_001037891	3006	2729.82	0	0
NM_059454	5544	5267.82	0	0
NM_059455	1404	1127.82	0	0
NR_050194	147	20.3672	0	0
NM_059456	606	334.211	0	0
NR_050195	120	26.2222	0	0
NM_059457	2634	2357.82	0	0
NM_059458	1260	983.821	0	0
NM_059459	438	179.844	0	0
NM_059460	999	722.821	0	0
NM_059461	1815	1538.82	0	0
NM_059462	1890	1613.82	0	0
NM_059463	2829	2552.82	0	0
NM_059464	2625	2348.82	0	0
NM_059466	1680	1403.82	0	0
NM_059465	2190	1913.82	0	0
NR_131386	144	19.3808	0	0
NM_059467	1503	1226.82	0	0
NM_059468	699	425.028	0	0
NM_059469	1341	1064.82	0	0
NM_059470	1284	1007.82	0	0
NM_181994	759	484.08	0	0
NM_059471	1041	764.821	0	0
NM_059472	1110	833.821	0	0
NM_059473	2010	1733.82	0	0
NM_059474	1050	773.821	0	0
NM_059475	2925	2648.82	0	0
NM_001083128	645	372.369	0	0
NM_001083129	822	546.358	0	0
NR_050196	223	38.8413	0	0
NM_059477	588	317.132	0	0
NR_050197	164	23.0633	0	0
NM_059478	1950	1673.82	0	0
NM_059479	429	172.016	0	0
NM_181996	807	531.627	0	0
NM_059480	1338	1061.82	0	0
NM_059481	1752	1475.82	0	0
NR_050198	70	32.1818	0	0
NR_050199	70	32.1818	0	0
NM_059482	591	320.035	0	0
NM_059483	2163	1886.82	0	0
NM_059484	1170	893.821	0	0
NR_050200	21	5.66667	0	0
NM_059485	960	683.821	0	0
NM_059486	807	531.627	0	0
NM_059487	1431	1154.82	0	0
NM_170885	171	24.6487	0	0
NM_059488	342	101.255	0	0
NR_050201	206	31.8311	0	0
NM_059489	1704	1427.82	0	0
NR_050887	71	33.1818	0	0
NM_059490	2463	2186.82	0	0
NR_050202	21	5.66667	0	0
NM_059491	612	340.007	0	0
NM_059492	633	360.517	0	0
NM_059493	843	567.137	0	0
NM_059494	2076	1799.82	0	0
NM_059495	1620	1343.82	0	0
NM_182051	1566	1289.82	0	0
NR_050203	202	30.3422	0	0
NR_050204	142	20.5058	0	0
NM_059496	2073	1796.82	0	0
NR_050205	148	20.4387	0	0
NR_101569	123	23.7778	0	0
NM_059497	1032	755.821	0	0
NR_050206	150	20.6458	0	0
NM_059498	693	419.156	0	0
NM_059499	1020	743.821	0	0
NM_059500	970	693.821	0	0
NR_101570	56	27.5	0	0
NM_059501	2694	2417.82	0	0
NR_050207	177	25.1555	0	0
NM_059502	1092	815.821	0	0
NR_050208	78	36.9167	0	0
NM_059503	1359	1082.82	0	0
NM_059504	322	86.3917	0	0
NM_059505	1386	1109.82	0	0
NM_059506	1137	860.821	0	0
NR_050209	20	4.66667	0	0
NM_001037884	423	167.208	0	0
NM_059508	2211	1934.82	0	0
NM_059507	2469	2192.82	0	0
NR_131387	144	19.3808	0	0
NM_059509	1143	866.821	0	0
NM_001263345	423	167.208	0	0
NM_059510	2076	1799.82	0	0
NR_050210	52	23.5	0	0
NM_059511	1029	752.821	0	0
NM_059512	1188	911.821	0	0
NM_059513	1074	797.821	0	0
NM_059514	2484	2207.82	0	0
NR_050213	145	19.7596	0	0
NM_059515	267	59.0908	0	0
NM_059516	933	656.821	0	0
NR_050214	53	24.5	0	0
NM_059517	1266	989.821	0	0
NR_050215	57	28.5	0	0
NM_059518	636	363.517	0	0
NM_059519	1002	725.821	0	0
NM_059520	771	495.983	0	0
NM_059521	279	64.4084	0	0
NM_001129049	1167	890.821	0	0
NM_001263358	1170	893.821	0	0
NM_059523	1068	791.821	0	0
NM_059524	1134	857.821	0	0
NM_059525	408	154.711	0	0
NM_059526	903	627.015	0	0
NM_059527	411	157.128	0	0
NM_059528	1650	1373.82	0	0
NM_059529	1236	959.821	0	0
NM_059530	426	169.808	0	0
NM_170886	270	60.6418	0	0
NM_059531	1839	1562.82	0	0
NM_001026481	4314	4037.82	0	0
NM_001026482	2841	2564.82	0	0
NM_170888	1650	1373.82	0	0
NM_170889	1089	812.821	0	0
NR_050216	59	27.2222	0	0
NM_059534	189	27.4567	0	0
NM_059535	861	585.137	0	0
NM_059536	333	94.6533	0	0
NM_001025923	1635	1358.82	0	0
NM_001025921	1698	1421.82	0	0
NM_001025922	1125	848.821	0	0
NR_101571	161	22.0577	0	0
NM_001306352	1503	1226.82	0	0
NM_001306351	1950	1673.82	0	0
